S.No,STATE,DISTRICT,Rainfall (mm),Total Geographical Area (ha),Ground Water Recharge (ham),Inflows and Outflows (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham),Quality Tagging,Additional Potential Resources Under Specific Conditions(ham),Coastal Areas,In-Storage Unconfined Ground Water Resources(ham),Total Ground Water Availability in Unconfined Aquifier (ham),Dynamic Confined Ground Water Resources(ham),In-Storage Confined Ground Water Resources(ham),Total Confined Ground Water Resources (ham),Dynamic Semi Confined Ground Water Resources (ham),In-Storage Semi Confined Ground Water Resources (ham),Total Semi-Confined Ground Water Resources (ham),Total Ground Water Availability in the area (ham)
586,TAMILNADU,VILLUPURAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93425.09,0,0,0,0,0,0,93425.09
587,TAMILNADU,VIRUDHUNAGAR,0,0,0,0,5270.69,527.06,4743.63,0,0,0,4743.63,0,0,0,0,74736.43,0,0,0,0,0,0,74736.43
588,TELANGANA,Adilabad,1182.05933494387,17592.5,984.17,0,16435.56,1639.44,14796.11,128.3988875,8.97668373646858,165.87,13430.47,0,0,0,0,55322.58,0,0,0,0,0,0,55322.58
589,TELANGANA,Bhadradri Kothagudem,1340.79658766906,92482.096046449,9830.79,0,17427.93,1715.83,15712.1,592.55256,12.0554222541863,593.22,13855.17,0,0,0,0,100956.553219713,0,0,0,0,0,0,100956.553219713
590,TELANGANA,Hanumakonda,1031.12691440606,81337.77061122,7092.93,0,36761.06,3665.83,33095.21,724.476,54.266372686561,724.47,15391.33,0,0,0,0,48106.24,0,0,0,0,0,0,48106.24
591,TELANGANA,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71198.11,77003.05,0,0,0,0,0,0,77003.05
592,TELANGANA,Jagtial,1039.39367123852,202851.38,15309.65,0,50055.85,4994.28,45061.57,213.64326,35.0266091483275,1278.38,28257.54,0,0,0,0,54334.56,0,0,0,0,0,0,54334.56
593,TELANGANA,Jangaon,871.332559615211,83172,5842.16710633774,0,18450.2494323901,1832.49470337035,16617.76,515.6595,44.662457515333,528.798582215067,9153.79670948241,0,0,0,0,34617.0993927577,0,0,0,0,0,0,34617.0993927577
594,TELANGANA,Jayashankar Bhupalapally,1102.40875908696,89251.54,7505.12520072257,0,23441.2132913157,2322.614326906,21118.61,309.36528,44.3750322582784,318.92182326523,12131.9543270579,0,0,0,0,40071.1836203077,0,0,0,0,0,0,40071.1836203077
595,TELANGANA,Jogulamba Gadwal,582.966656180809,189010.14,8597.22,0,33377.77,3336.07,30041.7,252.491305,27.1585496160337,441.12,21695.47,0,0,0,0,35763,0,0,0,0,0,0,35763
596,TELANGANA,Kamareddy,1034.53493804248,30836.240659652,2771.17,0,9408.1,940.83,8467.26,216.43776,44.2562292878688,282.35,4679.45,0,0,0,128966.04,197886.97,0,0,0,0,0,0,197886.97
597,TELANGANA,Karimnagar,906.89907060086,153428.16,12037.85,0,87787.04,8775.02,79012.05,609.912,23.1863114550249,691.99,60713.82,0,0,0,0,89373.9656329114,0,0,0,0,0,0,89373.9656329114
598,TELANGANA,Khammam,1030.10622127241,241019.5248,21248.36,0,70308.77,6998.72,63310.1,1981.33596,34.2231176384179,2150.43,41615.29,0,0,0,0,93586.78,0,0,0,0,0,0,93586.78
599,TELANGANA,Komarambheem Asifabad,1101.33989362922,87242,8775.44889948784,0,23484.9994273368,2306.08651696543,21178.91,132.035,12.7657655658388,265.5890131242,18458.2424292574,0,0,0,0,64155.3617339007,0,0,0,0,0,0,64155.3617339007
600,TELANGANA,Mahabubabad,1036.84361818429,197161.157243273,16599.94,0,47400.94,4740.18,42660.78,983.51986,58.7074122882892,1235.92,17802.24,0,0,0,0,56158.4,0,0,0,0,0,0,56158.4
601,TELANGANA,Mahabubnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31527.94,0,0,0,0,0,0,31527.94
602,TELANGANA,Mancherial,1114.63222216249,99403.136,7082.69242122899,0,29828.9265994208,2850.20792887146,26978.74,71.18595,29.1307155189605,65.4960601859905,19682.1461450582,0,0,0,0,90662.7597147736,0,0,0,0,0,0,90662.7597147736
603,TELANGANA,Medak,815.15854230258,17414.245,1209.42,0,4518.25,430.62,4087.64,33.876,33.434451174761,88.97,2665.87,0,0,0,0,44388.86,0,0,0,0,0,0,44388.86
604,TELANGANA,Medchal Malkajgiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212978.35,222443.33,0,0,0,0,0,0,222443.33
605,TELANGANA,Mulug,1254.29206055986,53441.530068,5305.91,0,16490.68,1606.7,14883.96,150.59376,30.464405977979,163.61,10336.63,0,0,0,0,53917.56460872,0,0,0,0,0,0,53917.56460872
606,TELANGANA,Nagarkurnool,624.682913108287,213412.189282318,11472.66,0,45255.76,4519.52,40736.3,711.588732625,39.3255892164973,982.16,24468.08,0,0,0,232050.97,304974.85,0,0,0,0,0,0,304974.85
607,TELANGANA,Nalgonda,716.551735593201,345271,20671.34,0,83348.36,8233.01,75115.39,3853.71,42.6361095908575,3853.71,43910.29,0,0,0,349889.93,459317.66,0,0,0,0,0,0,459317.66
608,TELANGANA,Narayanpet,509.06994801731,74243.264670174,3379.87,0,16004.28,1556.47,14447.8,0,25.9654757125652,224.72,10546.43,0,0,0,0,27761.7370160674,0,0,0,0,0,0,27761.7370160674
609,TELANGANA,Nirmal,1071.56367844891,62502.674,5668.37,0,24385.65,2438.58,21947.1,220.86942,25.0079509365702,274.7,16605.2,0,0,0,0,64990.31,0,0,0,0,0,0,64990.31
610,TELANGANA,Nizamabad,980.823232319234,227378.16,19347.5656843434,0,75033.3678967662,6896.88377244187,68136.5,1484.2912,50.4174414594234,2650.10587066445,29530.2456068774,0,0,0,346082.5340559,441710.435675099,0,0,0,0,0,0,441710.435675099
611,TELANGANA,Peddapalle,994.873239542544,113952.91,9737.07,0,38679.93,3813.82,34866.1,791.22716,40.3871382230877,946.22,21409.39,0,0,0,0,53797.15,0,0,0,0,0,0,53797.15
612,TELANGANA,Rajanna Siricilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45807.07,0,0,0,0,0,0,45807.07
613,TELANGANA,Rangareddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550861.51,603021.01,0,0,0,0,0,0,603021.01
614,TELANGANA,Sangareddy,851.5,4977,360.5,0,1242.5,95.87,1146.63,7.2992,14.1431848111422,21.12,970.64,0,0,0,0,37516.68,0,0,0,0,0,0,37516.68
615,TELANGANA,Siddipet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97499.5,158116.76,0,0,0,0,0,0,158116.76
616,TELANGANA,Suryapet,771.067204655072,186807,11556.74,0,40330.34,3978.36,36351.98,908.198064,26.5172626085292,1189.34,26503.22,0,0,0,284377.02,345222.09,0,0,0,0,0,0,345222.09
617,TELANGANA,Vikarabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144846.014562171,192528.601313742,0,0,0,0,0,0,192528.601313742
618,TELANGANA,Wanaparthy,635.686537092004,75539.167244686,4281.3118168461,0,22103.2777896697,2188.68371628902,19914.67,83.55180625,37.491959444972,417.62474334925,13307.95172964,0,0,0,102694.02277695,166520.559951535,0,0,0,0,0,0,166520.559951535
619,TELANGANA,Warangal,961.648454427155,153293.76419655,11594.23,0,47582.53,4544.84,43037.6,779.27891107,53.2986040113761,960.22,20308.92,0,0,0,0,46297.68,0,0,0,0,0,0,46297.68
620,TELANGANA,Yadadri Bhuvanagiri,743.355119128964,45295.1407810407,2971.01358003711,0,25472.712654051,2547.25040695553,22925.45,271.04332,36.0823887862616,306.653498392592,15865.0702027866,0,0,0,241908.360335597,318882.458545572,0,0,0,0,0,0,318882.458545572
621,TRIPURA,DHALAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130216.83,148223.28,0,0,0,0,0,0,148223.28
622,TRIPURA,GOMATI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142575.78,162179.39,0,0,0,0,0,0,162179.39
623,TRIPURA,KHOWAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64386.59,75273.91,0,0,0,0,0,0,75273.91
624,TRIPURA,NORTH TRIPURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71806.77,81731.45,0,0,0,0,0,0,81731.45
625,TRIPURA,SEPAHIJALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116082.31,131168.87,0,0,0,0,0,0,131168.87
626,TRIPURA,SOUTH TRIPURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126775.94,147277.23,0,0,0,0,0,0,147277.23
627,TRIPURA,UNAKOTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53564.03,62553.78,0,0,0,0,0,0,62553.78
628,TRIPURA,WEST TRIPURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100289.52,115303.79,0,0,0,0,0,0,115303.79
629,UTTAR PRADESH,AGRA,614.65,394717,38315.04,0,89131.38,8612.72,80518.66,11068.30181002,117.295568505487,11660.59,4498.09,0,0,0,0,80518.66,0,0,0,0,0,0,80518.66
630,UTTAR PRADESH,ALIGARH,667.47,380843,48702.17,0,99228.18,7941.28,91286.9,11863.3807815,79.9760754281282,12629.15,20664.04,0,0,0,0,91286.9,0,0,0,0,0,0,91286.9
631,UTTAR PRADESH,AMBEDKAR NAGAR,1013.3,245898,53130.21,0,80543.11,8054.33,72488.78,6394.31601,62.8419460225431,6670.83,26658.91,0,0,0,0,72488.78,0,0,0,0,0,0,72488.78
632,UTTAR PRADESH,AMETHI,853,232992,41774.9,0,89771.29,8661.28,81110.01,5013.25602,65.6673325524186,5243.71,27616.77,0,0,0,0,81110.01,0,0,0,0,0,0,81110.01
633,UTTAR PRADESH,AMROHA,902.59,214903,40464.46,0,55527.99,5220.61,50307.38,4894.99164,95.8918552307832,5188.02,4489.42,0,0,0,0,50307.38,0,0,0,0,0,0,50307.38
634,UTTAR PRADESH,AURAIYA,624.882112430584,209427,27581.8,0,68126.53,6812.66,61313.87,2946.37782,62.2720764486078,3041.69,23037.15,0,0,0,0,61313.87,0,0,0,0,0,0,61313.87
635,UTTAR PRADESH,AYODHYA,952.71,252201,50656.44,0,95269.54,9526.93,85742.61,7259.86314,62.2980452776047,7822.51,31763.99,0,0,0,0,85742.61,0,0,0,0,0,0,85742.61
636,UTTAR PRADESH,AZAMGARH,913.93,417119,78955.16,0,140317.67,13163.25,127154.42,13833.72849,59.3831343023703,14836.82,50643.05,0,0,0,0,127154.42,0,0,0,0,0,0,127154.42
637,UTTAR PRADESH,BAGPAT,674.757450980393,135138.96,17341.03,0,36373.02,3637.31,32735.71,2540.21166,95.9431458795304,2597.17,3679.54,0,0,0,0,32735.71,0,0,0,0,0,0,32735.71
638,UTTAR PRADESH,BAHRAICH,1158.8,438725,85877.53,0,148939.14,9345.7,139593.44,9863.25192,59.1714266802222,10470.83,56386.44,0,0,0,0,139593.44,0,0,0,0,0,0,139593.44
639,UTTAR PRADESH,BALLIA,922.03,292700,56638.37,0,95436.89,9543.72,85893.17,8267.97051,62.4510656668045,8772.29,31747.65,0,0,0,0,85893.17,0,0,0,0,0,0,85893.17
640,UTTAR PRADESH,BALRAMPUR,1065.2,334857,62232.09,0,98039.58,6843.72,91195.86,6278.67306,57.2990265128264,6750.02,38470.17,0,0,0,0,91195.86,0,0,0,0,0,0,91195.86
641,UTTAR PRADESH,BANDA,943.2,440460,50435.83,0,73301.12,6850.91,66450.21,4029.317052,66.1989480544907,4256.96,22233.22,0,0,0,0,66450.21,0,0,0,0,0,0,66450.21
642,UTTAR PRADESH,BARABANKI,978.39,389132,78573.45,0,210506.64,19707.37,190799.27,9120.5397,62.0889796905408,9670.51,71783.98,0,0,0,0,190799.27,0,0,0,0,0,0,190799.27
643,UTTAR PRADESH,BAREILLY,877.86,412000,73476.58,0,125028.96,10788.65,114240.31,13539.46010625,72.448630435264,14209.9,32942.42,0,0,0,0,114240.31,0,0,0,0,0,0,114240.31
644,UTTAR PRADESH,BASTI,1110.78,293807,67940.77,0,83453.81,8056.59,75397.22,6574.78515,65.4297864032653,6902.14,25737.62,0,0,0,0,75397.22,0,0,0,0,0,0,75397.22
645,UTTAR PRADESH,BIJNOR,1053.5,458903,97985.06,0,148761.9,13642.81,135119.09,8006.9028,70.3776794233887,8345.53,39686.79,0,0,0,0,135119.09,0,0,0,0,0,0,135119.09
646,UTTAR PRADESH,BUDAUN,784.54,423788,65662.38,0,82431.18,6280.59,76150.59,7923.8253325,82.9811955495026,8346.72,14088.89,0,0,0,0,76150.59,0,0,0,0,0,0,76150.59
647,UTTAR PRADESH,BULANDSHAHAR,673.13,360947,44643.85,0,158045.53,12652.11,145393.42,6212.4396125,94.9846905038756,6412.3,13923.39,0,0,0,0,145393.42,0,0,0,0,0,0,145393.42
648,UTTAR PRADESH,CHANDAULI,949.06,188369,31108.14,0,56804.22,5382.35,51421.87,4696.30389,57.5210119740881,4896.29,21643.5,0,0,0,0,51421.87,0,0,0,0,0,0,51421.87
649,UTTAR PRADESH,CHITRAKOOT,943.2,300665,32296.96,0,43872.74,3825.58,40047.16,2631.53904,82.8260730598624,2834.09,6675.13,0,0,0,0,40047.16,0,0,0,0,0,0,40047.16
650,UTTAR PRADESH,DEORIA,1019.38,253800,52459.67,0,147163.11,12996.16,134166.95,6612.395845,62.3985489720084,6846.16,50214.95,0,0,0,0,134166.95,0,0,0,0,0,0,134166.95
651,UTTAR PRADESH,ETAH,658.23,242757,31068.85,0,86569.68,8130.74,78438.94,4666.91409,72.6194795595147,4840.12,21303.79,0,0,0,0,78438.94,0,0,0,0,0,0,78438.94
652,UTTAR PRADESH,ETAWAH,587.48,240301,27439.87,0,71257.35,6551.48,64705.87,3282.95454,52.4275772816284,3431.04,30634.07,0,0,0,0,64705.87,0,0,0,0,0,0,64705.87
653,UTTAR PRADESH,FARRUKHABAD,753.48,220623,30877.31,0,47064.6,3462.85,43601.75,4037.26719,74.2376395442844,4244.47,11025.64,0,0,0,0,43601.75,0,0,0,0,0,0,43601.75
654,UTTAR PRADESH,FATEHPUR,746.9,425255,60709.95,0,116584.93,9982.21,106602.72,7470.48201,75.0883560944786,7940.09,28472.71,0,0,0,0,106602.72,0,0,0,0,0,0,106602.72
655,UTTAR PRADESH,FIROZABAD,656.92,241953,31311.06,0,80556.45,8055.65,72500.8,6817.89705,105.950210204577,7151.21,8186.52,0,0,0,0,72500.8,0,0,0,0,0,0,72500.8
656,UTTAR PRADESH,G.B.NAGAR,537.16,144273,13950.48,0,49626.65,4962.67,44663.98,1558.5135,107.061014266978,1602.73,1813.76,0,0,0,0,44663.98,0,0,0,0,0,0,44663.98
657,UTTAR PRADESH,GHAZIABAD,729.83,116914,16097.41,0,42822.13,4282.21,38539.92,7198.3266585,124.042239838588,7936.88,2062.38,0,0,0,0,38539.92,0,0,0,0,0,0,38539.92
658,UTTAR PRADESH,GHAZIPUR,853.77,330052,59027.01,0,105416.87,9762.26,95654.61,7013.64144,58.8612718195182,7362.55,39002.17,0,0,0,0,95654.61,0,0,0,0,0,0,95654.61
659,UTTAR PRADESH,GONDA,1047,399609,78660.57,0,122252.69,9280.05,112972.64,9939.22521,61.2880516910997,10644.32,43028.81,0,0,0,0,112972.64,0,0,0,0,0,0,112972.64
660,UTTAR PRADESH,GORAKHPUR,1338.3,321087,74592.34,0,173978.61,14940.59,159038.02,9538.74648,63.7737944675116,9998.11,57154.05,0,0,0,0,159038.02,0,0,0,0,0,0,159038.02
661,UTTAR PRADESH,HAMIRPUR,735.88,381540,32779.74,0,45654.6,4308.34,41346.26,2213.38482,67.3273955129194,2268.15,13454.14,0,0,0,0,41346.26,0,0,0,0,0,0,41346.26
662,UTTAR PRADESH,HAPUR,788.32,114481,18497.96,0,50281.79,3645.76,46636.03,3.4383,95.7304255958322,3.56,1991.04,0,0,0,0,46636.03,0,0,0,0,0,0,46636.03
663,UTTAR PRADESH,HARDOI,816.35,594843,98087.61,0,177857.81,16072.22,161785.59,8745.49344,61.1672152013044,9183.18,62388.15,0,0,0,0,161785.59,0,0,0,0,0,0,161785.59
664,UTTAR PRADESH,HATHRAS,618.98,183799,22819.16,0,72701.83,7270.19,65431.64,4206.08991,93.9510151357967,4390.96,8677.25,0,0,0,0,65431.64,0,0,0,0,0,0,65431.64
665,UTTAR PRADESH,JALAUN,687.2,456583,65326.9,0,103736.71,9969.16,93767.55,4367.28924,55.7331827481896,4509.25,41365.94,0,0,0,0,93767.55,0,0,0,0,0,0,93767.55
666,UTTAR PRADESH,JAUNPUR,901.72,399094,69133.5,0,131093.51,11918.64,119174.87,13796.43936,70.1708506164093,14572.66,34772.64,0,0,0,0,119174.87,0,0,0,0,0,0,119174.87
667,UTTAR PRADESH,JHANSI,764.99,461937,32707.65,0,74157.88,6798.88,67359,3242.62131,65.4288810700872,3439.34,23090.04,0,0,0,0,67359,0,0,0,0,0,0,67359
668,UTTAR PRADESH,KANNAUJ,714.62,214346,24960.55,0,59543.3,5292.33,54250.97,4464.92163,78.8230514588034,4685.36,16936.74,0,0,0,0,54250.97,0,0,0,0,0,0,54250.97
669,UTTAR PRADESH,KANPUR DEHAT,670.38,323737,43417.26,0,81343.31,7782.96,73560.35,4090.96599,71.4105085144375,4202.93,20918.56,0,0,0,0,73560.35,0,0,0,0,0,0,73560.35
670,UTTAR PRADESH,KANPUR NAGAR,709.6,309483,43580.66,0,87856.47,7830.3,80026.17,8071.8999852,79.0784689558428,8284.69,16603.66,0,0,0,0,80026.17,0,0,0,0,0,0,80026.17
671,UTTAR PRADESH,KASGANJ,724.77,199388,27416.54,0,73299.8,6712.52,66587.28,4071.27351,70.0603328443511,4325.08,19682.2,0,0,0,0,66587.28,0,0,0,0,0,0,66587.28
672,UTTAR PRADESH,KAUSHAMBI,846.45,178001,31767.04,0,51407.65,5140.77,46266.88,4631.75364,80.1425555386488,4995.9,10236.21,0,0,0,0,46266.88,0,0,0,0,0,0,46266.88
673,UTTAR PRADESH,KUSHI NAGAR,1112,287378,49299.39,0,173784.99,16769.1,157015.89,8828.70249,51.9630974928716,9454.67,74799.6,0,0,0,0,157015.89,0,0,0,0,0,0,157015.89
674,UTTAR PRADESH,LAKHIMPUR KHERI,1130,655505,139912.54,0,227979.86,17663.83,210316.03,12418.52421,62.0093057100783,13690.09,78628.95,0,0,0,0,210316.03,0,0,0,0,0,0,210316.03
675,UTTAR PRADESH,LALITPUR,909.89,381942,16130.37,0,39658.76,3319.46,36339.3,3522.49893,84.1498597936669,3775.9,5506.42,0,0,0,0,36339.3,0,0,0,0,0,0,36339.3
676,UTTAR PRADESH,LUCKNOW,879.83,245286,41891.18,0,83039.01,6403.97,76635.04,12737.5729365,66.4773059425558,13872.83,25816.23,0,0,0,0,76635.04,0,0,0,0,0,0,76635.04
677,UTTAR PRADESH,MAHOBA,809.7,229341,9414.19,0,30635.76,2792.43,27843.33,1171.788189,91.8672802427009,1212.54,3218.42,0,0,0,0,27843.33,0,0,0,0,0,0,27843.33
678,UTTAR PRADESH,MAHRAJGANJ,1389.1,247760,69228.27,0,112828.38,9237.14,103591.24,7231.06464,64.0559182417355,7698.58,36767.4,0,0,0,0,103591.24,0,0,0,0,0,0,103591.24
679,UTTAR PRADESH,MAINPURI,659.74,276072,38118.26,0,95311.9,9076.71,86235.19,5040.03096,73.4912162888491,5240.74,24311.54,0,0,0,0,86235.19,0,0,0,0,0,0,86235.19
680,UTTAR PRADESH,MATHURA,556.89,336078,36380.96,0,138900.9,10969.69,127931.21,6606.14376,72.1480786432021,6972,36892.7,0,0,0,0,127931.21,0,0,0,0,0,0,127931.21
681,UTTAR PRADESH,MAUNATH BHANJAN,897.3,171624,31453.04,0,51145.46,4494.89,46650.57,6509.67864,64.8611796168836,7033.82,15868.32,0,0,0,0,46650.57,0,0,0,0,0,0,46650.57
682,UTTAR PRADESH,MEERUT,856.89,281049,45483.67,0,84453.58,6762.38,77691.2,9622.18137375,76.9220580966699,9910.16,19784.03,0,0,0,0,77691.2,0,0,0,0,0,0,77691.2
683,UTTAR PRADESH,MIRZAPUR,1003.2,295437,26962.18,0,62568.82,5508.4,57060.42,6922.26807,61.8045398193704,7319.87,21396.9,0,0,0,0,57060.42,0,0,0,0,0,0,57060.42
684,UTTAR PRADESH,MORADABAD,902.59,224944,41850.45,0,70856.02,6442.07,64413.95,10265.865215625,84.8598789547916,11109.49,12714.54,0,0,0,0,64413.95,0,0,0,0,0,0,64413.95
685,UTTAR PRADESH,MUZAFFARNAGAR,869.1,275666,47940.35,0,111445.57,8633.03,102812.54,6771.5520875,77.4164805188161,7242.55,24128.38,0,0,0,0,102812.54,0,0,0,0,0,0,102812.54
686,UTTAR PRADESH,PILIBHIT,1244.84,336959,75538.83,0,119729.6,11972.97,107756.63,5496.48609,62.7807217059405,5768.94,39833.78,0,0,0,0,107756.63,0,0,0,0,0,0,107756.63
687,UTTAR PRADESH,PRATAPGARH,837.75,371743,64345.79,0,141696.61,12168.76,129527.85,8330.09862,76.8352751937131,8699.65,29635.22,0,0,0,0,129527.85,0,0,0,0,0,0,129527.85
688,UTTAR PRADESH,PRAYAGRAJ,843.09,499630,73683.7,0,143024.6,14038.14,128986.46,16204.079233125,72.7130971731451,16988.51,36429.92,0,0,0,0,128986.46,0,0,0,0,0,0,128986.46
689,UTTAR PRADESH,RAIBARELI,748.3,392458,56874.34,0,124226.75,9250.28,114976.47,7227.30441,57.2667781503468,7673.42,48687.03,0,0,0,0,114976.47,0,0,0,0,0,0,114976.47
690,UTTAR PRADESH,RAMPUR,1051.61,229790,48735.97,0,81314.89,7026.51,74288.38,5280.5718,71.5421846592967,5579.04,20842.38,0,0,0,0,74288.38,0,0,0,0,0,0,74288.38
691,UTTAR PRADESH,SAHARANPUR,1102.65,368941,90875.27,0,150153.97,12934.1,137219.87,7382.82288,96.7464843101804,7702.09,21476.32,0,0,0,0,137219.87,0,0,0,0,0,0,137219.87
692,UTTAR PRADESH,SAMBHAL,784.54,241520,38992.55,0,47708.17,4269.03,43439.14,5842.79079,87.9056077077033,6263.01,4940.88,0,0,0,0,43439.14,0,0,0,0,0,0,43439.14
693,UTTAR PRADESH,SANT KABIR NAGAR,1253.92,164699,43464.01,0,53971.7,5397.18,48574.52,4393.34586,60.2738225719987,4631.67,19058.47,0,0,0,0,48574.52,0,0,0,0,0,0,48574.52
694,UTTAR PRADESH,SANT RAVIDAS NAGAR,949.6,98305,18566.03,0,87848.74,8784.87,79063.87,3522.47922,79.5523543180975,3648.85,16040.32,0,0,0,0,79063.87,0,0,0,0,0,0,79063.87
695,UTTAR PRADESH,SHAHJAHANPUR,898.18,458131,91439.83,0,134522.6,10734.88,123787.72,8534.9638125,64.5007840842371,9152.09,43326.53,0,0,0,0,123787.72,0,0,0,0,0,0,123787.72
696,UTTAR PRADESH,SHAMLI,869.1,136126,23665.92,0,46970.57,3262.06,43708.51,3041.9319,101.297825068848,3066.96,1741.08,0,0,0,0,43708.51,0,0,0,0,0,0,43708.51
697,UTTAR PRADESH,SHRAWASTI,1184.51,185782,44898.77,0,57550.25,5071.05,52479.2,3309.95286,57.1961462827177,3632.46,22140.62,0,0,0,0,52479.2,0,0,0,0,0,0,52479.2
698,UTTAR PRADESH,SIDDHARTH NAGAR,1158.57,289503,69788.1,0,96469.22,8322.06,88147.16,7512.4008,64.3058040667448,8079.37,30896.46,0,0,0,0,88147.16,0,0,0,0,0,0,88147.16
699,UTTAR PRADESH,SITAPUR,991.26,574695,98708.4,0,207187.48,19153.71,188033.77,11470.15566,57.3527510510479,12255.85,79405.53,0,0,0,0,188033.77,0,0,0,0,0,0,188033.77
700,UTTAR PRADESH,SONBHADRA,973.09,241458.89,15475.2,0,57363.6,5595.35,51768.25,4400.05602,50.8698091977225,4730.88,25103.03,0,0,0,0,51768.25,0,0,0,0,0,0,51768.25
701,UTTAR PRADESH,SULTANPUR,887.59,265381,49237.6,0,94429.06,9442.89,84986.17,6270.95988,61.6716343376811,6567.92,32276.87,0,0,0,0,84986.17,0,0,0,0,0,0,84986.17
702,UTTAR PRADESH,UNNAO,765.68,460234,66500.26,0,174631.19,16464.08,158167.11,8781.44448,61.4612797818712,9372.65,60364.37,0,0,0,0,158167.11,0,0,0,0,0,0,158167.11
703,UTTAR PRADESH,VARANASI,925.78,160532,28731.55,0,51219.99,4588.7,46631.29,10689.82862196,88.2920888527853,10946.31,8726.59,0,0,0,0,46631.29,0,0,0,0,0,0,46631.29
704,UTTARAKHAND,DEHRADUN,2183.6,140841.68,53918.44,0,56714.24,5671.42,51042.82,7978.2427105,39.9709498809039,8502.77,30115.99,0,0,0,0,51042.82,0,0,0,0,0,0,51042.82
705,UTTARAKHAND,HARIDWAR,1020,159432.38,31880.23,0,47490.74,3933.14,43557.6,2536.910835,65.4050957812184,6703.45,10902.16,0,0,0,0,43557.6,0,0,0,0,0,0,43557.6
706,UTTARAKHAND,NAINITAL,1711,62524,21746.62,0,30035.93,3003.59,27032.34,3963.111097,52.0277933763781,4081.22,12849.9,0,0,0,0,27032.34,0,0,0,0,0,0,27032.34
707,UTTARAKHAND,UDHAMSINGH NAGAR,1465.3,267065.99,59392.11,0,79611.33,4836.83,74774.5,3212.6671,56.4258269864727,7031.04,28764,0,0,0,0,74774.5,0,0,0,0,0,0,74774.5
708,WEST BENGAL,ALIPURDUAR,0,0,0,0,0,0,0,0,0,0,0,0,22839.015,0,2817928.73,2934104.75,0,0,0,0,0,0,2934104.75
709,WEST BENGAL,BANKURA,1331.36326254785,282638,50133.38,0,66867.39,6151.96,60715.43,2517.546474,28.3238873544995,2586.31,43449.68,0,1584.75625,0,793907.88,940099.96,0,0,0,0,0,0,940099.96
710,WEST BENGAL,BIRBHUM,1392.8,382688,81964.43,0,104730.02,8179.72,96550.3,6992.977476,32.2151562449832,7349.22,65090.22,0,410.3,0,433930.97,538878.12,0,0,0,0,0,0,538878.12
711,WEST BENGAL,DAKSHIN DINAJPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585457.05,688390.19,0,0,0,0,0,0,688390.19
712,WEST BENGAL,DARJILING,3118.5,4570,2101.73,0,2160.31,216.04,1944.27,24.21264,1.24519742628339,24.77,1919.5,0,4002.15,0,647124.42,685918.67,0,0,0,0,0,0,685918.67
713,WEST BENGAL,HAORA,1600,14185,5030.02,0,5380.48,368.17,5012.31,59.24826,1.18208969517049,60.14,4952.17,0,0,0,177012.59,197935.66,442.77,105398.9,105841.67,0,0,0,197935.66
714,WEST BENGAL,HUGLI,1476.1,185330,60282.39,0,78047.2,7804.73,70242.47,4700.381232,42.3235686330506,5053.19,40160.53,0,940.8,0,886440.11,1004814.19,0,0,0,0,0,0,1004814.19
715,WEST BENGAL,JALPAIGURI,3468.3,19391,10139.12,0,10327.16,1032.71,9294.45,165.94506,1.7854741270328,185.25,9109.19,0,36330.115,0,4979336.8,5148859.65,0,0,0,0,0,0,5148859.65
716,WEST BENGAL,JHARGRAM,1535.5,172784,51588.31,0,58024.82,4932.29,53092.53,1455.171342,20.8751400620765,1494.23,41970.33,0,0,0,434745.03,528313.73,0,0,0,0,0,0,528313.73
717,WEST BENGAL,KALIMPONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114209,117811.07,0,0,0,0,0,0,117811.07
718,WEST BENGAL,KOCH BIHAR,0,0,0,0,0,0,0,0,0,0,0,0,26878.225,0,5223045.37,5409639.03,0,0,0,0,0,0,5409639.03
719,WEST BENGAL,KOLKATTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.35,12533.79,12655.14,0,0,0,0
